"userid","userlocation","statusid","statustime","tweet"
"23814064","Lansing, Michigan","856594801764044800","2017-04-24 19:44:50","Women, non-Christians, LGBT, and non-whites should stand outside the White House and sing Colors of the Wind until Trump comes to his senses"
"830467270015082499","Michigan, USA","856594650261532672","2017-04-24 19:44:14","@aravosis @realDonaldTrump Pure unadulterated evil best describes him."
"2536188188","Michigan","856594617147547649","2017-04-24 19:44:06","@PG_rayC @TrumpSC @HotMEOWTH @DrJikininki Trump in timbs... monkaS"
"168347810","Michigan, USA","856594548876816384","2017-04-24 19:43:49","@TDJenn @AnneFrankCenter @POTUS @realDonaldTrump @WhiteHouse @WorldJewishCong Lol, what?"
"460708814","Lansing, MI","856593516478300160","2017-04-24 19:39:43","@dustin_temple10 @EFnetPhiloNews Until Le Pen pulls a Trump and invites the banks into her administration"
"612725204","Detroit Michigan","856593203679592448","2017-04-24 19:38:29","@realDonaldTrump NO it is not.  Get off it"
"612725204","Detroit Michigan","856593038893830144","2017-04-24 19:37:49","@realDonaldTrump Forget the damned wall. Have you even seen the polls.  Now show us your taxes"
"460708814","Lansing, MI","856592528686166017","2017-04-24 19:35:48","@EFnetPhiloNews @dustin_temple10 I know Macron vs Le Pen is sh*t the same way Hillary vs Trump is sh*t."
"87340540","Traverse City, Michigan","856591444450168832","2017-04-24 19:31:29","@jonkarl @realDonaldTrump @nikkihaley @IvankaTrump Gross."
"22152377","Michigan","856591359616143364","2017-04-24 19:31:09","@DogBoneStudio @docrocktex26 @Zegota42 @baddogs4343 Ok so we all agree trump is insane! NOW WHAT?"
"2596733485","Michigan and Tennessee, USA","856591305924804608","2017-04-24 19:30:56","@WomenintheWorld Trump and his Administration are idiots. #nowar"
"2712489396","Kalamazoo Michigan, USA","856590045700124672","2017-04-24 19:25:56","@KaivanShroff Yes SHAME ON YOU @POTUS"
"621429000","Michigan, USA","856589922395840512","2017-04-24 19:25:26","@cathys808 @POTUS Amen!"
"2841730074","Michigan, USA","856589210362556416","2017-04-24 19:22:37","@realDonaldTrump Your opponent had 3 million more votes than you"
"22794507","Michigan","856588941969022976","2017-04-24 19:21:33","@GottaLaff @SMShow Because our POTUS is a crook and nobody in government is doing anything about it....sickening....."
"735297696982925312","Michigan, USA","856588837476327424","2017-04-24 19:21:08","@KaivanShroff @Millennial_Dems Winter White House! This seems like a licensing infringement! Hope some attorney jumps on it."
"758802179171819521","Michigan, USA","856587904017190913","2017-04-24 19:17:25","@realDonaldTrump You,too!"
"773934283111161856","Michigan, USA","856587652656754688","2017-04-24 19:16:25","@TonyAtamanuik @realDonaldTrump He does do a great impression of you though!"
"107161788","Florida USA and Michigan USA","856587628937965570","2017-04-24 19:16:20","@GirlNamedBoston @thehill Trump has mine!  He promised MAGA and he is keeping that promise."
"52619551","Blue Pants City ...or Michigan","856587360863227911","2017-04-24 19:15:16","@kirstincarnage ....in the end it wasnt even trump who killed america, it was makeup and testicles."
"35104212","Michigan","856587057203994624","2017-04-24 19:14:03","@miles_debbie @heidihunt33 @nickbilton @realDonaldTrump ohh wow...lol"
"106929956","N of Detroit, Michigan","856586737199566849","2017-04-24 19:12:47",".@realDonaldTrump _I_ do not want to pay for _your_ wall. You can pay for it yourself."
"11866582","Ann Arbor, Michigan","856586173321314304","2017-04-24 19:10:32","The only way Trump has exceeded expectations in his first 100 days is that I suspected that they might be our last 100 days."
"264833204","Michigan","856585072111230978","2017-04-24 19:06:10","@Heritage Correction, sick fucks at @Heritage back that fascist piece of shit Donald Trump and his fucked up anti-American agenda."
"735297696982925312","Michigan, USA","856584461881946113","2017-04-24 19:03:44","@tedlieu Only one who "" badly needs"" a wall is Trump. For his ego. Talked ppl into this with no facts to back it up."
"1029241668","Michigan, USA","856584137389600769","2017-04-24 19:02:27","@mitchellvii I did a poll over the weekend, and a overwelming 95% approve of @POTUS."
"830467270015082499","Michigan, USA","856583686904569858","2017-04-24 19:00:40","@realDonaldTrump Your promises are worthless, Donnie."
"800140580705550336","Michigan, USA","856583660564303872","2017-04-24 19:00:33","@CNNPolitics @andersoncooper Thanks to MSM for instilling fear, political opinions and a narrative that is dividing this country."
"2395460407","Michigan, USA","856582986204160000","2017-04-24 18:57:53","@realDonaldTrump Get a fu**ing life, dude!!"
"841706527325057025","Michigan, USA","856582776195346433","2017-04-24 18:57:03","@CNNPolitics , @MaddowBlog @realDonaldTrump @GovRickSnyder 

How is FOX News held to a higher standard of ""ethics"" than our own Government?"
"821100147887185927","Michigan, USA","856581945031000064","2017-04-24 18:53:44","@Morning_Joe @JohnKasich @MikeBloomberg You 2 would have been better presidents than what we have with @realDonaldTrump"
"824662537312542720","Michigan, USA","856581427068055553","2017-04-24 18:51:41","@realDonaldTrump Great you are a man of your word."
"830040069184638976","Michigan, USA","856580759385255937","2017-04-24 18:49:02","@himynameisAO @joerogan I heard Trump is planning on building a wall between him and uranus."
"50332490","Michigan, USA","856580575485931520","2017-04-24 18:48:18","@LesleyM06284277 @Stonekettle Lol.. good guess, but it in Jan 17, before he was POTUS"
"797444158755577856","Mecosta, Michigan ","856579629313921027","2017-04-24 18:44:32","@realDonaldTrump Global warming is a hoax! Please keep us out the Paris agreement!"
"51883798","Michigan","856579077427408896","2017-04-24 18:42:21","@CarolSurianofam @Niplahr @Don194757 @realDonaldTrump What do you think a 15% corporate tax rate will do to the debt."
"51883798","Michigan","856578709758803969","2017-04-24 18:40:53","@CarolSurianofam @Niplahr @Don194757 @realDonaldTrump Your basically saying that you love our ruined country. Or perhaps you overstated."
"22794507","Michigan","856578553923743744","2017-04-24 18:40:16","@realDonaldTrump @NASA @AstroPeggy God, I would love to ""see you off"" on a trip to a space station...."
"35572703","Michigan","856578360935403520","2017-04-24 18:39:30","@matthewjdowd fact is, media put more resources against @realDonaldTrump in 100days than on Benghazi, Jennifer Flowers or Iran mess combined"
"715159751756218369","Michigan, USA","856578222208811009","2017-04-24 18:38:57","@realDonaldTrump If is such a big word."
"818778290525765632","Troy, MICHIGAN","856577778526941184","2017-04-24 18:37:11","@Scavino45 @RichardTBurnett @USTreasury @stevenmnuchin1 @WhiteHouse Nice good"
"22152377","Michigan","856577313538019328","2017-04-24 18:35:20","@MSNBC @microsoftpulse Yes and he will, today perfect example of American values! And loco potus will make it easy!!!!!"
"35572703","Michigan","856577167785947136","2017-04-24 18:34:45","@matthewjdowd facts are @realDonaldTrump is getting OJT because he is not a politician. Facts are media coverage has been totally biased."
"2290188565","Michigan, USA","856577023518679040","2017-04-24 18:34:11","What you need to know about mike pence  Mike Pence speaks after Donald Trump introduced the Indiana governor as his running mate on ..."
"3805389741","Michigan, USA","856575271385919491","2017-04-24 18:27:13","@realDonaldTrump If it takes you hours to finish a tweet, how long will it take to finish your wall?"
"39099966","Michigan","856575087541194758","2017-04-24 18:26:29","Someone needs to keep a running tally of how many major market op-eds end, ""if Trump does this, he will go down in history."" (#POTUSVanity)"
"3082105648","Michigan, USA","856574642022215680","2017-04-24 18:24:43","@AynRandPaulRyan @realDonaldTrump It needs to 100% go. My premiums gave almost doubled."
"196939583","Lake Michigan","856573663562403840","2017-04-24 18:20:50","@YanchakSteven @mskristinawong @realDonaldTrump @AstroPeggy  fat chance. Especially since her fathers administration is going down in flames"
"1609846730","Flint, Michigan USA","856573487699329026","2017-04-24 18:20:08","@realDonaldTrump Ppl will start dying on trump care also known as #DEATHCARE"
"65473320","michigan","856573170106683392","2017-04-24 18:18:52","this guy has a huge trump flag on the back of his truck, yikes!"
"822961280894070786","Michigan, USA","856572604131553280","2017-04-24 18:16:37","@kylegriffin1 @politico Why are women referred to by their first names? If she replied with, ""oh stop Donald"" the world would fall down."
"837184013869662209","Lansing, MI","856572508329431040","2017-04-24 18:16:14","@realDonaldTrump You are in a death spiral"
"841853465123004416","Michigan, USA","856572256587317248","2017-04-24 18:15:14","@realDonaldTrump Obama sucks"
"3082105648","Michigan, USA","856571834761957378","2017-04-24 18:13:34","@realDonaldTrump Hurry up already. Repeal the shitstorm."
"42907765","Michigan, USA","856571372490944512","2017-04-24 18:11:44","@realDonaldTrump Your career is right there with it...
#impeachTrumpnow #Trumprussia @POTUS"
"3082105648","Michigan, USA","856571360721735683","2017-04-24 18:11:41","@AndrewsDisciple @realDonaldTrump Woke"
"113719303","Metro Detroit Michigan","856571313418317824","2017-04-24 18:11:30","@NancyPelosi @realDonaldTrump Can you possibly stick you head any deeper in this sand.  #youmakebadchoices #youneedmedication #pleasegoaway"
"2999497440","Michigan","856570854486007808","2017-04-24 18:09:40","@realDonaldTrump OMG Shut UP, you ridiculous old man!!!! Middle school is over. Stop with your lame obsession with popularity!!"
"90637182","Ann Arbor Michigan","856570105966329857","2017-04-24 18:06:42","Spicer just claimed Don the Con has best 100 day start in POTUS history. Will fight anyone in West Wing alley who disagree after briefing."
"800140580705550336","Michigan, USA","856569690210140161","2017-04-24 18:05:03","@foxnewspolitics This is serious!  Not a good sign at all!"
"729639848928235521","Alpena Michigan","856569652943761408","2017-04-24 18:04:54","@TruthSeeker526 @realDonaldTrump That obama  truly POS"
"729639848928235521","Alpena Michigan","856569507187445761","2017-04-24 18:04:19","@bassplayah @realDonaldTrump Best damn days of my life."
"729639848928235521","Alpena Michigan","856569375771459585","2017-04-24 18:03:48","@Velvet_Curtain @latinos4MrTrump @realDonaldTrump Good"
"729639848928235521","Alpena Michigan","856569337301348353","2017-04-24 18:03:38","@lmwilkins @latinos4MrTrump @realDonaldTrump I do a alot"
"732293613338693633","Michigan, USA","856568222908383232","2017-04-24 17:59:13","@realDonaldTrump All spammers will be blocked, kids lol"
"732293613338693633","Michigan, USA","856568125738942465","2017-04-24 17:58:50","@williamlegate @realDonaldTrump Who are you stop spamming my feed lol"
"832617981079269376","Michigan, USA","856567851364356100","2017-04-24 17:57:44","SANCTIONS ON SYRIA: White House imposes new penalties in response to alleged chemical weapons attack via FOX NEWS"
"67549342","Hillsdale Michigan ","856567704614039552","2017-04-24 17:57:09","@realDonaldTrump  Withhold Congress and Senate pay.  Let them own there scam."
"831128296926621697","Michigan, USA","856567659843944449","2017-04-24 17:56:59","@CNNPolitics I think the White House staff is starting to believe their own rhetoric"
"729639848928235521","Alpena Michigan","856567642496413696","2017-04-24 17:56:54","@realDonaldTrump Obama care is history. Thank you for your hard work fixing the USA. Lord know obama damn near ruined GO TRUMP GO USA !!!!"
"4034252554","Michigan, USA","856566734538633216","2017-04-24 17:53:18","@Alifaith55 @Janfrog1 Trump is an idiot!"
"91407153","Michigan, USA","856566112259104769","2017-04-24 17:50:50","@bamalaker @oklegacy @realDonaldTrump Heather, in what sport were you a national champion?"
"824754410186211328","Michigan, USA","856566033989160960","2017-04-24 17:50:31","@realDonaldTrump You have the lowest numbers since the polls began."
"112969892","Michigan, U.S.A.","856565734490722305","2017-04-24 17:49:19","@realDonaldTrump Please VETO any Budget that lacks funds for wall. Take charge as Chief Exec Officer, just say no means something to me.#gop"
"57864164","Michigan Center, MI","856565734478106624","2017-04-24 17:49:19","@realDonaldTrump Please VETO any Budget that lacks funds for wall. Take charge as Chief Exec Officer, just say no means something to me.#gop"
"290992211","Michigan, U.S.A.","856565734415228928","2017-04-24 17:49:19","@realDonaldTrump Please VETO any Budget that lacks funds for wall. Take charge as Chief Exec Officer, just say no means something to me.#gop"
"255455323","Michigan, USA","856564990182125569","2017-04-24 17:46:22","@W7VOA @stevenmnuchin1 @WhiteHouse As impactful as breathing a canister of sarin?"
"824684276595757058","Michigan, USA","856564974658998274","2017-04-24 17:46:18","@joepabike @realDonaldTrump Joe you actually answered your own question: he wants the poor to get sick and die"
"802949750588903426","Michigan, USA","856564804403810305","2017-04-24 17:45:38","@VeeVee @realDonaldTrump Run to your safe zone little snowflake the Adults are running the country now"
"760627201918185472","East Lansing, MI","856564767653285888","2017-04-24 17:45:29","@souperfan2012 Yep. Has been that way for several years. Upside down economy. Hope Trump can fix.Would be so wonderful"
"715882364","Keweenaw Bay, Michigan","856563583383199744","2017-04-24 17:40:47","@realDonaldTrump What plan? You have no plan!"
"830467270015082499","Michigan, USA","856947917881585664","2017-04-25 19:07:59","@rubenkmajor @mikefarb1 @realDonaldTrump @ACLU Korbach has a lot to answer for. #Crosscheck purged 450,000 voters in MI alone."
"821299605224783872","Michigan, USA","856947695713476611","2017-04-25 19:07:06","@realDonaldTrump Stick that wall up your fat psychotic ass"
"22849135","Michigan","856947623734988800","2017-04-25 19:06:49","@GOP @POTUS When does the winning begin?"
"729639848928235521","Alpena Michigan","856947619825934336","2017-04-25 19:06:48","@InformedSmart @OpenJeOgenNu @Jedi_Boom @EdieCaito @Tina1756 @arizerg @realDonaldTrump Not my president n never was."
"390301826","Michigan, USA","856947556093480961","2017-04-25 19:06:33","@Marmel And these percentages are all brought to you courtesy of the same people and pollsters that said Trump would never win."
"729639848928235521","Alpena Michigan","856947497356460036","2017-04-25 19:06:19","@Jedi_Boom @EdieCaito @Tina1756 @arizerg @realDonaldTrump A liar loser worst president in history"
"830467270015082499","Michigan, USA","856946829547778048","2017-04-25 19:03:40","@mcspocky Trump has the excuse of mental illness. Pence does not. Trump lies to cover up for himself. Pence lies to cover up for Trump."
"32977803","Michigan ","856946664531271684","2017-04-25 19:03:00","@RealDoneldTrunp  fake news not from Trump"
"487252192","Michigan","856946350683979776","2017-04-25 19:01:45","@JasonKander @perlmutations They @GOP are all corrupt and need to be replaced in 2018 Trump #Impeached"
"20926802","Detroit, Michigan, USA","856946176356229120","2017-04-25 19:01:04","Is @realDonaldTrump backing down on the border wall budget? @RepDanKildee joins @newsGuy760 next on @wjrradio"
"78882537","Michigan","856946171121590272","2017-04-25 19:01:03","How stupid are you @realDonaldTrump to ignore what is best for everyone? Have your supporters pay 4 the wall @$50 each. Done!"
"823402669813485570","Michigan, USA","856945333796044802","2017-04-25 18:57:43","Time and time again all you have to do to see what the Left is guilty of...is look at why they blame Trump for...Thats what they do."
"16064089","Michigan","856944787240488960","2017-04-25 18:55:33","@realDonaldTrump This practice must be stopped. You must build that wall across that Lake. Stop the illegal dairy trade!"
"18143091","Michigan","856944718843924482","2017-04-25 18:55:16","@CNN @PressSec Jesus. Someone build a model, take a movie of it with a green screen, and show it to that moron, Trump."
"2716842330","Detroit, Michigan","856943960308289536","2017-04-25 18:52:16","Go to work, be smart, think positively and WIN! @realDonaldTrump #quote"
"75403792","Northern Michigan, USA","856943718120796160","2017-04-25 18:51:18","@TrueFactsStated I am questioning how this will play out &amp; be enforced against a defiant sitting POTUS - will NY seize his bank accounts?"
"735532284","Michigan","856943657248804865","2017-04-25 18:51:03","Pay attention this time. You might learn something. @GunLobbyWatch @ChrisCoxNRA @realDonaldTrump @NRA"
"3027112674","Michigan, USA","856943466349199361","2017-04-25 18:50:18","@karibair Documentation please. Enough with your platitudes and talking points. The only basis for your ""claim"" is that he ran for POTUS."
"824286405992050688","Michigan, USA","856943393800409089","2017-04-25 18:50:00","@GOP @POTUS I wish @GOP  loved America instead of supporting, enabling and covering up for Russia!!"
"709427140001931264","Michigan, USA","856943352645910529","2017-04-25 18:49:51","@realDonaldTrump Trumpo you and Wilbur better sit down and rethink your policies towards Canada they are our best friends back us always OK"
"19657523","Michigan, USA","856943212166086656","2017-04-25 18:49:17","@realDonaldTrump The only wall we need is one around Mar-a-Lago to keep you inside."
"24762288","Michigan","856942891280867328","2017-04-25 18:48:01","@iboudreau I would say Bernie worship and Trump worship are equally illogical."
"709427140001931264","Michigan, USA","856942678449192960","2017-04-25 18:47:10","@realDonaldTrump Trumpo you say Canada is unfair think again their exchange rate 30% less than us consider that we are better off OK"
"75403792","Northern Michigan, USA","856942667867070464","2017-04-25 18:47:07","@markbreedy @TrueFactsStated just concerned cuz last time this happened- this has never happened- politicians resign, Trump will not"
"2395460407","Michigan, USA","856942507732742145","2017-04-25 18:46:29","@jpodhoretz @JoeNBC Wish people were as outraged as to what our current @POTUS makes from the Russians! #ReleaseYourTaxes"
"47432473","Ann Arbor, Michigan","856942226106183680","2017-04-25 18:45:22","@mrgregshields @SpeakerRyan @realDonaldTrump Brilliant."
"4786132700","Michigan, USA","856941748899196929","2017-04-25 18:43:28","@POTUS We have the WH, house &amp; senate. BUILD THE WALL! Ignore the democrats who will never work for the taxpayer. @SpeakerRyan is a traitor"
"30201665","Michigan","856941589918339073","2017-04-25 18:42:50","Spicer says #SoCalledPresident Trump achieved a lot in his first 100 days ""in spite of historic obstruction by the Democrats."" REALLY???"
"840320028763381760","Michigan, USA","856941484951699456","2017-04-25 18:42:25","@FingersUpforDT @WhiteHouse @POTUS Finally a liberal honestly stating their IQ."
"834395990023143424","Michigan","856941080100704258","2017-04-25 18:40:49","@CBSNews Let Canadians subsidize Americans all they want. Big mistake by Trump administration."
"840320028763381760","Michigan, USA","856940937607557120","2017-04-25 18:40:15","@USAneedsTRUMP @WhiteHouse @PressSec @POTUS For filling up the reservoirs in California with liberal tears and melting snowflakes of course."
"785585094975119361","Chicago/Michigan","856940726239801345","2017-04-25 18:39:24","@realDonaldTrump Wisconsin is not a border state. Are you the Pres of only NY and Florida?"
"27755256","Michigan","856940100139315200","2017-04-25 18:36:55","@ShaunKing She said the females apart of the Trump business is who she goes by.  Check out the full question / answer."
"729639848928235521","Alpena Michigan","856940042446675968","2017-04-25 18:36:41","@ottophil6 @JoeNBC Ur against trump then u were for crooked or Bernie ? Would be ways worse with either of those 2"
"19484980","Michigan","856938907665092608","2017-04-25 18:32:11","@pnehlen @MrMokelly @realDonaldTrump Paul, where are the photos? A list? Post a link to legitimate news sources?"
"75403792","Northern Michigan, USA","856938849360130050","2017-04-25 18:31:57","@TrueFactsStated @LouiseMensch Nixon resigned with less than this against him- Trump WILL NEVER resign"
"22794507","Michigan","856938271946964997","2017-04-25 18:29:39","@realDonaldTrump Okay, you read a prepared speech, so all is forgiven...."
"796039590159085568","Michigan, USA","856937800540794882","2017-04-25 18:27:47","Does anyone give two shits what Bruce or Caitlyn or what ever the hell he calls himself says about POTUS. The man/woman has serious problems"
"1406394042","Grand Haven, Michigan","856937789618827264","2017-04-25 18:27:44","@realDonaldTrump Do you have any idea of what you are talking about?"
"19484980","Michigan","856937602863296516","2017-04-25 18:27:00","@realDonaldTrump What fake media are you talking about?"
"813560107254554624","Michigan, USA","856937327331082241","2017-04-25 18:25:54","@JasonVDavis @CNN Exactly! He said something about Trump being like MLK?!"
"764152104214728704","Michigan, USA","856936345809367044","2017-04-25 18:22:00","@nia4_trump Dems are evil and globalist who want to destroy the US economy."
"248400646","Michigan, USA","856936294882177030","2017-04-25 18:21:48","Steel tariffs by EO, and now a 20% lumber tariff, we better buy appliances and wood products now. Prices are going up. Thanks Trump."
"91407153","Michigan, USA","856936257020186624","2017-04-25 18:21:39","@POTUS @Paul Ryan Regardless if you have 2 shut the government down, build the wall &amp; make the Dems get on board w/paying 2 get it started!"
"152832063","Michigan","856935859857346560","2017-04-25 18:20:04","@AriMelber Someone tweeted a while back that POTUS 44 was lazy.(By the way, that is regarded as a black stereotype). So, who is lazy?"
"1961594072","Michigan, United States","856935701123878912","2017-04-25 18:19:26","@jeff_hinkley @ColeLedford11 @realDonaldTrump Thus speaketh another ""Christian."""
"19484980","Michigan","856935149015109632","2017-04-25 18:17:15","@CNN Energy Star is a good for consumers but bad for Trump business. Naturally 45 wants it gone."
"1961594072","Michigan, United States","856935055154978817","2017-04-25 18:16:52","@pnehlen @MrMokelly @realDonaldTrump WTF? ""...Additional technology a physical wall provides?"""
"1337802074","Michigan, USA","856934231955648513","2017-04-25 18:13:36","@Morning_Joe @JohnKasich @realDonaldTrump More like the deadbeat dad or drunk uncle."
"4860570419","Michigan, USA","856933300539097089","2017-04-25 18:09:54","Wilbur ross is a horrible speaker! Come on @POTUS you can do better then this"
"838887773264228352","Michigan, USA","856932926201761793","2017-04-25 18:08:25","@FoxNews @POTUS @realDonaldTrump You know, I never heard Obama or Hillary say that."
"18780750","Michigan","856932304421367808","2017-04-25 18:05:57","@POTUS @realDonaldTrump @KellyannePolls I know how OUR agenda can be passed by Both Legislative Bodies and signed by @POTUS.
#NuclearOption"
"747908444112453632","michigan","856931699841740800","2017-04-25 18:03:32","@realDonaldTrump .... is no country safe from this maniac...?"
"850132971483013121","Michigan, USA","856930124423454721","2017-04-25 17:57:17","@cnni German crowd hisses and boos Ivanka Trump. A Jewish woman."
"750463017184325634","Michigan, USA","856930103300943872","2017-04-25 17:57:12","@realDonaldTrump Meh, not bad. Positive speech. 10/10 if you were in 6th grade."
"826687662220312576","Michigan, USA","856930075190669312","2017-04-25 17:57:05","@realDonaldTrump Amazing how coherent he sounds when reading prewritten text.  Slow and a bit measured - drugged? Drunk? Illiterate?"
"169138327","Michigan, USA","856929342697480193","2017-04-25 17:54:10","@realDonaldTrump Please quit now save our country the embarrassment"
"703315014371971076","Michigan, USA","856929118801231873","2017-04-25 17:53:17","@Scavino45 @POTUS Excellent,  when do you resign?"
"850132971483013121","Michigan, USA","856929094377799681","2017-04-25 17:53:11","@thehill In other news. A Jewish woman, Ivanka Trump, was booed in Germany."
"88339953","Flatrock, Michigan","856929076048777218","2017-04-25 17:53:07","@Scavino45 @POTUS like Fuck you will.  Liars.  Racists.  Thieves."
"842084475232223232","Michigan, USA","856928873040228352","2017-04-25 17:52:18","@chelseahandler @realDonaldTrump Betsy Devos"
"318616945","UP of Michigan,oben am See","856928843902275584","2017-04-25 17:52:12","#Trump followers : read the #AP interview.  # the most incoherent talk ,bordering on insane , by any Prez. #you are supporting a monster"
"850356201187667968","Michigan, USA","856928802102005760","2017-04-25 17:52:02","@Qwarktastic2 @kharly @ako_nten @GodmanRon @Impeach_D_Trump Hank!!!   What rock star candidate did you vote for in 2016?"
"41049314","Michigan","856928215562149888","2017-04-25 17:49:42","@AlanBradford55 @sheepdog98 @NancyPelosi @realDonaldTrump 50 years and Detroit became the stink hole of the country under Dems."
"3528299238","Lansing, KS","856928034057834496","2017-04-25 17:48:58","Hey guys, give @realDonaldTrump a break. He is the 45th best President we have ever had."
